,relationships,funding_rounds,funding_total_usd,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
803,2,2,30150000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.5,1,closed
804,11,2,83000000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,acquired
805,1,2,12000000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,0,closed
806,6,2,3500000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,acquired
807,5,1,4000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,acquired
808,9,2,4000000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,closed
809,11,2,25000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,1,acquired
810,5,3,1420698,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,1,acquired
811,5,2,10000000,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1,acquired
812,18,3,67000000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1,acquired
813,13,4,53000000,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,4.5,1,acquired
814,5,2,300000,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.0,1,closed
815,4,3,1400000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
816,4,2,6500000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,1,acquired
817,8,1,5000000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,acquired
818,6,2,9600000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,acquired
819,9,5,58200000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.4,1,acquired
820,14,3,28000000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1,acquired
821,10,2,30000000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,acquired
822,10,2,3500000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,0,acquired
823,7,1,16700000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0,closed
824,0,1,18000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,1,closed
825,6,1,15000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.0,1,acquired
826,2,2,12000000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4.0,1,closed
827,1,1,15000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,closed
828,11,1,200000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,acquired
829,0,1,15000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,closed
830,4,2,1400000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,acquired
831,5,4,11400000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1,closed
832,14,4,34250000,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.25,1,acquired
833,4,4,3800000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.75,1,acquired
834,3,2,10100000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,1,acquired
835,0,1,4000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,1,closed
836,11,1,3011408,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,acquired
837,2,1,8000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1,closed
838,15,2,12700000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5,1,acquired
839,5,1,300000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,closed
840,21,1,5675000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,acquired
841,13,1,1000000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.0,1,acquired
842,2,1,125000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
843,2,2,700000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,0,closed
844,6,2,532000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,acquired
845,8,2,8500000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,acquired
846,2,1,9400000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1,acquired
847,3,2,350000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,closed
848,16,2,12300000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.5,1,acquired
849,6,5,25413298,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3.0,1,acquired
850,23,2,9800000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.5,1,acquired
851,5,2,1015000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,1,closed
852,4,5,10000003,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.5,1,acquired
853,3,2,1750000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,acquired
854,4,1,100000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,1,acquired
855,1,1,12000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,acquired
856,16,2,11450000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8.5,1,acquired
857,7,1,50000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,0,closed
858,4,1,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,1,closed
859,16,2,42500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.5,1,acquired
860,7,3,22487000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2.3333,1,acquired
861,3,1,7800000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,acquired
862,8,4,59000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6.0,1,acquired
863,5,1,4000000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,closed
864,6,4,71400000,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.6667,1,acquired
865,5,3,25500000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.6667,1,acquired
866,28,4,28932322,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2.6667,1,acquired
867,18,6,35200000,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1,acquired
868,2,2,10000000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.5,1,closed
869,11,3,22100000,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.6667,1,acquired
870,4,5,33000000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2.0,1,acquired
871,9,1,15000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1,acquired
872,6,3,13000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1,acquired
873,5,2,12800000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,acquired
874,6,2,626096,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1,closed
875,12,4,20350000,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3.75,1,acquired
876,1,1,10000000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,1,closed
877,5,1,425000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,acquired
878,5,3,37891054,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,acquired
879,9,5,40000000,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4.0,1,acquired
880,10,3,5550000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1,acquired
881,3,1,770000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,1,acquired
882,0,4,19550000,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1.0,1,closed
883,6,2,4000000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,acquired
884,14,4,42000000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.3333,1,acquired
885,0,1,1900000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,closed
886,21,3,45039999,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3.6667,1,acquired
887,1,1,1310000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1,closed
888,3,1,3000000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,acquired
889,9,4,36000000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3.0,1,acquired
890,3,1,3000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,acquired
891,1,1,1300000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,1,closed
892,1,1,50000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,closed
893,15,1,6500000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,1,acquired
894,5,2,4600000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,9.0,1,acquired
895,5,3,21900000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,acquired
896,6,1,240000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,1,acquired
897,17,4,34700000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.25,1,acquired
898,4,4,33000000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5.3333,1,acquired
899,3,2,1800000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5.0,1,closed
900,14,3,27300000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3.0,1,acquired
901,6,2,6760000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,1,closed
902,24,3,26914000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6.0,1,acquired
903,1,1,27500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,1,acquired
904,4,1,9000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,1,closed
905,3,1,954000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,closed
906,4,3,53000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.6667,1,acquired
907,17,4,23100000,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.0,1,acquired
908,28,4,108900000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,7.5,1,acquired
909,26,4,55000000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,acquired
910,9,2,5686383,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,acquired
911,4,6,49008830,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,1,closed
912,10,3,32200000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4.0,1,acquired
913,3,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,closed
914,5,1,2700000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
915,6,1,2000000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,closed
916,16,3,18000000,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,acquired
917,9,5,122500000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.6,1,acquired
918,9,1,1100000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,1,acquired
919,1,3,52000000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.6667,1,closed
920,5,1,44000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,1,closed
921,12,2,15500000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,acquired
922,4,1,20000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,acquired
